Duration,Title,Published_date,Views,Likes,Comments,Type
26.0,"🏆 PARABÉNS, BALATRO! O título de Melhor Jogo Indie de Estúdio Estreante no #FlowGamesAwards é seu!",2024-12-11,778,63,1,Short
11.0,Pera aí cara 😂 #FlowGamesAwards,2024-12-11,3126,346,6,Short
34.0,"🏆 PARABÉNS, CALL OF DUTY: BLACK OPS 6!  O título de Melhor Jogo de Ação no #FlowGamesAwards é seu!",2024-12-11,802,75,0,Short
42.0,🏆 PARABÉNS PARA O BLACK MYTH: WUKONG! Pelo título de Melhor Jogo de Ação/Aventura #FlowGamesAwards,2024-12-11,1185,120,1,Short
14.0,"🏆 PARABÉNS, FORTNITE (DE NOVO)!  Pelo prêmio de Melhor Jogo em Andamento no #FlowGamesAwards! 🎉",2024-12-11,88216,6003,123,Short
24.0,"🏆 PARABÉNS, DRAGON BALL SPARKING! ZERO! O título de Melhor Jogo de Luta no #FlowGamesAwards é  seu!",2024-12-10,16555,1336,38,Short
21.0,"🏆 PARABÉNS, SUPER MARIO PARTY JAMBOREE!O título de Melhor Jogo de Família #FlowGamesAwards é seu!🎉",2024-12-10,8706,576,8,Short
19.0,"🏆 PARABÉNS, FORTNITE!O título de Melhor Suporte de Comunidade no #FlowGamesAwards é todo seu! 🎉",2024-12-10,12084,743,28,Short
41.0,🏆 SURPRESA NENHUMA! GTA 6 levou o prêmio de Jogo Mais Aguardado #FlowGamesAwards!,2024-12-10,24365,2263,38,Short
18.0,"🏆 PARABÉNS, ELDEN RING: SHADOW OF THE ERDTREE pelo prêmio de Melhor Expansão do ano #FlowGamesAwards",2024-12-10,30246,2318,23,Short
63.0,E VOCÊ 🫵🏼? Tem tido problemas com PALS? #TheGameAwards,2024-12-10,1183,130,4,Short
24.0,⚡ FALTA MENOS DE 1 HORA para o #FlowGamesAwards 2024! HOJE às 18h no YouTube! #GTA6NoFlowGames,2024-12-10,3301,284,3,Short
71.0,A Dublagem Brasileira é a melhor do Mundo 🇧🇷🔥 #Cellbit #EnigmaDoMedo #Dublagem,2024-12-10,13931,1509,47,Short
81.0,"Videogame é arte? Sim, isso é um fato 🎮🔥 #Cellbit #EnigmaDoMedo #Arte",2024-12-10,4431,357,34,Short
72.0,Outer Wilds foi a maior referência para Enigma do Medo 🌍 #Cellbit #EnigmaDoMedo #OuterWilds,2024-12-10,4094,326,1,Short
64.0,Cellbit explicando a insanidade que é fazer um jogo 🔥 #Cellbit #EnigmaDoMedo #GameDev,2024-12-10,28965,2711,57,Short
10532.0,CELLBIT - #130 #flowgames,2024-12-10,366813,33603,605,Live
74.0,O Processo de criação de um jogo é um trabalho imenso 🫨#Cellbit #EnigmaDoMedo #GameDev,2024-12-10,73962,6650,75,Short
