Duration,Title,Published_date,Views,Likes,Comments,Type
52.0,PERDER 3x0 pro PACHUCA é VEXAME do BOTAFOGO? #botafogo #mundialclubes #pachuca,2024-12-11,50691,2882,393,Short
44.0,XIIIII…. PACHUCA DANDO BAILE NO BOTAFOGO?? 👀😱 #botafogo #pachuca #mundial,2024-12-11,16479,944,55,Short
43.0,QUE GOLAÇOOO DO PACHUCA!!  Idrissi colocou a defesa do Botafogo inteira no bolso! 😱🔥 #botafogo,2024-12-11,13398,931,30,Short
48.0,O MEMPHIS elevou o time do CORINTHIANS? #memphis #memphisdepay #corinthians,2024-12-11,6005,573,3,Short
108.0,"A seleção BAGRE DE PRATA do Brasileirão, concorda torcedor? 👀 #brasileirão",2024-12-11,10360,762,22,Live
85.0,E o BAHIA está de volta a LIBERTADORES! #bahia #rogerioceni #libertadores,2024-12-11,3809,309,5,Live
20.0,SELEÇÃO DO BRASILEIRÃO DO DAVY JONES!! O que achou das escolhas?? #brasileirão #seleção,2024-12-10,286732,21297,613,Short
101.0,O GRÊMIO está preparado para ficar sem o RENATO GAÚCHO? 🤔 #renatogaucho #gremio,2024-12-10,7479,466,15,Live
85.0,É o SUPER CORINTHIANS!!! #corinthians #ramondiaz #memphisdepay,2024-12-10,4418,283,3,Live
101.0,DINIZ foi DESRESPEITADO?? #diniz #fernandodiniz #cruzeiro,2024-12-10,6241,394,3,Live
70.0,GABIGOL merece uma ESTÁTUA no estádio do Flamengo? 🤔 #gabigol #flamengo,2024-12-10,6800,596,10,Live
68.0,Como fica Filipe Luís agora que BAP foi eleito? 🤔 #filipeluis #bap #flamengo,2024-12-10,14362,762,18,Live
84.0,"Como BAP, novo precidente do Flamengo, enxerga o DNA do clube? #bap #flamengo",2024-12-10,27944,1147,48,Live
92.0,A REDENÇÃO DO YURI ALBERTO! 👏👏#yurialberto #corinthians,2024-12-10,3963,428,6,Live
84.0,GABIGOL é o SEGUNDO MAIOR JOGADOR da história do FLAMENGO?? #flamengo #gabigol #zico,2024-12-09,4158,274,3,Live
87.0,A campanha do DINIZ no Brasileiro é pífia?? #diniz #brasileirão #cruzeiro,2024-12-09,4007,270,2,Live
57.0,REAL MADRID PODE ESPERAR O BOTAFOGO?? 👀😂 #realmadrid #botafogo #mundial,2024-12-09,8961,780,31,Short
8317.0,BOTAFOGO CAMPEÃO E A DESPEDIDA DE GABIGOL - VARzea,2024-12-09,61476,4777,34,Live
82.0,BOTAFOGO CAMPEÃO!! #botafogo #brasileirão,2024-12-09,3727,276,8,Live
67.0,VEXAME do PALMEIRAS perder a última rodada em casa?#palmeiras #fluminense #brasileirão,2024-12-09,2941,127,1,Live
74.0,O futebol nordestino tá VOANDO!!! #vitoria #bahia #futebolnordestino,2024-12-09,4389,453,27,Live
29.0,APOSTA PAGA!! O VITÓRIA SEGUE NA SÉRIE A!! 🚑🅰️#vitoria #bahia #brasileirão,2024-12-09,17316,1591,22,Short
5.0,Futebol Brasileiro né? 😂 #diniz #cruzeiro,2024-12-09,12179,718,4,Short
92.0,O futebol brasileiro é MARAVILHOSO!! #futebol #futebolbrasileiro #brasileirão,2024-12-09,7305,737,4,Live
22.0,E lá se foi o pacto para a Série B!! 😂😈 #pacto #cap #athleticoparanaense #athletico,2024-12-09,8669,580,9,Short
28.0,Acabou o PACTO do ABEL?? 😳 #abelferreira #pacto #palmeiras,2024-12-08,42912,3254,73,Short
25.0,BOTAFOGO CAMPEÃO!! Muito merecido?? 🏆🔥 #botafogo #brasileirão,2024-12-08,19804,1621,43,Short
39.0,UMA MÁQUINA!! #corinthians #brasileirão #yurialberto #memphisdepay,2024-12-08,42622,3778,42,Short
37.0,VEXAME do ATHLETICO-PR?? #athleticoparanaense #serieb,2024-12-08,55275,4449,177,Short
9950.0,"ÚLTIMA RODADA DO BRASILEIRÃO, BOTAFOGO CAMPEÃO? E QUEM VAI CAIR? - FSC React",2024-12-08,86748,6033,22,Live
26.0,"E o Galão ficou na série A, ein!! #atleticomg #galo #cruzeiro",2024-12-08,13790,875,60,Short
24.0,"E O PACTO, CAP?? 😈 #athleticoparanaense #serieb",2024-12-08,5925,496,4,Short
42.0,ESSA LÍNGUA DO DAVY JONES EIN!!! 👀👀 #hulk #atleticomg,2024-12-08,13970,1265,23,Short
