Duration,Title,Published_date,Views,Likes,Comments,Type,mês-ano
819.0,Caso BLAZE e MARCELINHO Carioca,2023-12-19,87196,4997,158,Live,Dec-23
10077.0,FABIO LIMA + EDU FALASCHI - Flow #313,2023-12-14,310714,20771,635,Live,Dec-23
761.0,pronunciamento: porque TEREI que IR até BRASÍLIA,2023-12-13,252659,16512,293,Live,Dec-23
9694.0,ESLEN DELANOGARE + JAN LEONARDI - Flow #312,2023-12-13,168815,8519,210,Live,Dec-23
7275.0,RICHARD ABELHA + BAPTISTA MIRANDA [+ GIANZÃO] - Flow #311,2023-12-08,80521,5370,88,Live,Dec-23
7777.0,ANAHY D’AMICO [+ EMME WHITE + BAPTISTA] - Flow #310,2023-12-07,165478,9107,197,Live,Dec-23
4750.0,PONDÉ - Flow #309,2023-12-05,568707,29081,673,Live,Dec-23
7764.0,FRANCIELLE MATTOS - Flow #308,2023-12-05,193742,11021,273,Live,Dec-23
840.0,ele sofreu um AVC e está SUPERANDO TODOS os SEUS LIMITES [PROJETO SHEIPADOS],2023-12-04,50400,4285,130,Live,Dec-23
10612.0,BRUNNO FERNANDES + LEO STRONDA - Flow #307,2023-12-02,784673,43689,1496,Live,Dec-23
9642.0,KIKO LOUREIRO - Flow #306,2023-12-01,426463,26039,714,Live,Dec-23
5866.0,FILHO DO HAMAS - MOSAB YOUSEF [ + ANDRÉ LAJST] - Flow #305,2023-11-29,402684,27165,2303,Live,Nov-23
14593.0,PAULO REZZUTI + THIAGO GOMIDE [TÁ NA HISTÓRIA] - Flow #304,2023-11-28,108275,5790,468,Live,Nov-23
1088.0,esse PROJETO de LEI vai DESTRUIR o meu canal no youtube,2023-11-27,215296,19667,3213,Live,Nov-23
906.0,ficando MAROMBA de um jeito FUTURISTA [PROJETO SHEIPADOS],2023-11-26,84053,8313,544,Live,Nov-23
7785.0,CHARLES DO BRONXS - Flow #303,2023-11-24,318845,19237,378,Live,Nov-23
12667.0,[3 GRINGOS] PAUL CABANNES + LEA MARIA + KATIUSHA - Flow #302,2023-11-23,2520274,70394,2348,Live,Nov-23
12424.0,RATO BORRACHUDO - Flow #301,2023-11-22,299606,13769,195,Live,Nov-23
963.0,onda de CALOR e TAYLOR SWIFFT no Brasil,2023-11-20,81779,5314,106,Live,Nov-23
507.0,me obrigaram a VOLTAR A TREINAR. quero desistir. [PROJETO SHEIPADOS],2023-11-19,133013,13264,329,Live,Nov-23
10741.0,MINISTRA MARINA SILVA - Flow #300,2023-11-18,124642,6733,1154,Live,Nov-23
13063.0,ANDERSON SILVA - Flow #299,2023-11-16,2929312,65116,1307,Live,Nov-23
8011.0,DEIVE LEONARDO - Flow #298,2023-11-14,227763,12576,523,Live,Nov-23
776.0,o encontro MAIS ALEATÓRIO que eu já tive,2023-11-13,128422,7560,329,Live,Nov-23
13783.0,SÉRGIO SACANI + MIGUEL NICOLELIS - Flow #297,2023-11-09,5951540,86712,2520,Live,Nov-23
10524.0,ANGRA - Flow #296,2023-11-09,192791,10827,317,Live,Nov-23
11423.0,[TDAH PRA GENTE GRANDE] SAYMON VEIGA - Flow #295,2023-11-08,139654,7543,418,Live,Nov-23
36.0,O dia que o Whindersson recusou 200 milhões de reais,2023-11-07,1480924,88843,847,Short,Nov-23
49.0,Whindersson fala do valor de amar o próximo (incluindo o Monark),2023-11-07,96487,5056,169,Short,Nov-23
30.0,Whindersson Nunes tá vivendo demais! Atacante nato,2023-11-06,1118775,58356,997,Short,Nov-23
32.0,Cbum que se cuide em 2024,2023-11-06,120646,9542,85,Short,Nov-23
52.0,Campeonato chileno é melhor que Premier League,2023-11-06,1497816,145443,572,Short,Nov-23
42.0,As famigeradas dublagens do Discovery Channel,2023-11-06,1992218,189640,497,Short,Nov-23
6698.0,LYOTO MACHIDA - Flow #294,2023-11-06,316093,19195,476,Live,Nov-23
3442.0,[PT/EN] RAMON DINO - Flow #293,2023-11-05,1362062,98263,1874,Live,Nov-23
5858.0,VIEMOS ASSISTIR O MR OLYMPIA [Balestrin + Phoenix] - Extra Flow,2023-11-02,195335,11409,138,Live,Nov-23
858.0,não era SEGREDO mas NÃO TINHA CONTADO oficialmente,2023-10-30,380713,19109,307,Live,Oct-23
9003.0,WHINDERSSON NUNES - Flow #292,2023-10-28,2118819,104835,1882,Live,Oct-23
14924.0,MARI PALMA + ROLANDINHO + AFFONSO SOLANO - Flow #291,2023-10-27,189864,10537,315,Live,Oct-23
9093.0,A PERSPECTIVA PALESTINA DO CONFLITO [SALEM NASSER + MAYNARA NAFE] - Flow #290,2023-10-26,143322,8546,2073,Live,Oct-23
12059.0,OFICINA G3 - Flow #289,2023-10-24,337517,18813,1124,Live,Oct-23
12868.0,PAULO JUBILUT + PROFESSOR ODA - Flow #288,2023-10-24,511480,15619,660,Live,Oct-23
16024.0,RODRIGO SILVA + RABINO VENTURA - Flow #287,2023-10-20,711810,38451,2061,Live,Oct-23
5592.0,"TATI CARIANI, MARCELA MATTOS E BIANCA DE FREITAS - Flow #286",2023-10-18,165746,12593,251,Live,Oct-23
8484.0,TARYANA ROCHA - Flow #285,2023-10-18,332379,20414,1060,Live,Oct-23
823.0,comunicado oficial,2023-10-17,322784,19752,358,Live,Oct-23
6251.0,O FUTURO DO FLOW,2023-10-17,582371,41612,1031,Live,Oct-23
45.0,A visão de Nuseir Yassin sobre o conflito Israel-Palestina,2023-10-15,144741,7342,256,Short,Oct-23
8008.0,LAÉRCIO REFUNDINI + LEANDRO TWIN - Flow #284,2023-10-14,502949,27138,1035,Live,Oct-23
9287.0,SAMUEL FELDBERG + MARCIO PITLIUK - Flow #283,2023-10-13,225772,12934,1009,Live,Oct-23
18.0,Nessas horas o inglês some imediatamente,2023-10-13,2289071,176691,807,Short,Oct-23
8138.0,[NAS DAILY] NUSEIR YASSIN - Flow #282,2023-10-12,260379,20974,1238,Live,Oct-23
8819.0,CLÓVIS DE BARROS FILHO - Flow #281,2023-10-11,712934,36686,633,Live,Oct-23
8051.0,DIGGO - Flow #280,2023-10-10,885510,78881,2055,Live,Oct-23
890.0,precisamos CONVERSAR sobre o FUTURO do FLOW,2023-10-09,170124,12621,276,Live,Oct-23
17280.0,EMILIO GARCIA + PIRULLA - Flow #279,2023-10-05,409736,20550,524,Live,Oct-23
24.0,Esse humor francês é meio inesperado,2023-10-04,939680,59648,560,Short,Oct-23
17.0,Calma Ninja o cara tem família,2023-10-04,718946,53458,445,Short,Oct-23
16.0,O Iguinho sempre sonhando alto,2023-10-04,110506,5674,70,Short,Oct-23
20.0,Top 5 casais dos animes,2023-10-04,35035,2335,11,Short,Oct-23
10034.0,PIXOTE - Flow #278,2023-10-04,43627,2816,33,Live,Oct-23
8643.0,WILLIAM SANCHES - Flow #277,2023-10-03,94169,6132,309,Live,Oct-23
8011.0,FABRÍCIO PACHOLOK + GABRIEL ZANCANELLI - Flow #276,2023-09-29,238454,19030,244,Live,Sep-23
14418.0,ROMINHO BRAGA + MURILO COUTO - Flow #275,2023-09-28,329493,14814,220,Live,Sep-23
8399.0,MARECHAL + GABRIEL O PENSADOR - Flow #274,2023-09-26,251284,15321,342,Live,Sep-23
1119.0,Luisa SONZA e CHICO moedas,2023-09-24,150025,6923,206,Live,Sep-23
10047.0,GABRIELA BAILAS + SÉRGIO SACANI - Flow #273,2023-09-23,1082721,47714,1771,Live,Sep-23
8570.0,BAPTISTA + LUCAS LUCCO - Flow #272,2023-09-22,334449,22895,344,Live,Sep-23
58.0,Tiago Leifert fala da batalha contra o retinoblastoma,2023-09-21,128017,7903,54,Short,Sep-23
52.0,Tiago Leifert fala da exposição de relacionamentos na internet,2023-09-21,157944,11650,93,Short,Sep-23
11399.0,PAULO GUEDES - Flow #271,2023-09-20,928232,45664,3211,Live,Sep-23
8573.0,ROGÉRIO VILELA + PAQUITO [INTELIGÊNCIA LTDA] - Flow #270,2023-09-18,371147,21871,448,Live,Sep-23
922.0,LIVE de NPC é o FIM da humanidade,2023-09-17,235040,13053,389,Live,Sep-23
7157.0,MARCELO GLEISER - Flow #269,2023-09-16,434497,21558,956,Live,Sep-23
6862.0,TIAGO LEIFERT - Flow #268,2023-09-14,1288891,68675,1309,Live,Sep-23
7333.0,CAUÊ MOURA - Flow #267,2023-09-14,237796,16742,1488,Live,Sep-23
8457.0,NALDO BENNY - Flow #266,2023-09-13,164117,8485,285,Live,Sep-23
20.0,E é assim que o mundo continua girando,2023-09-07,83557,4966,62,Short,Sep-23
8844.0,MATHEUS CEARÁ + PATRICK MAIA - Flow #265,2023-09-01,628770,23463,464,Live,Sep-23
41.0,Sérgio Sacani conta a experiência ruim que teve lá no passado com uma academia,2023-08-30,556517,48085,305,Short,Aug-23
33.0,Froid subiu na mesa do nada e fez um show,2023-08-29,32819,1836,43,Short,Aug-23
39.0,A melhor desculpa quando se chega atrasado no trabalho,2023-08-29,129481,11342,97,Short,Aug-23
17.0,Brincadeira saudável com o Kratos,2023-08-29,69079,4588,45,Short,Aug-23
28.0,O dinossauro mais resistente de todos 🦖,2023-08-29,90408,7140,38,Short,Aug-23
8220.0,JORGE WEISER + MARCIO PITLIUK - Flow #264,2023-08-29,150975,9216,414,Live,Aug-23
1074.0,descriminalização da CAMONHA e harmonização do BOLSONARO,2023-08-27,128520,7388,269,Live,Aug-23
9859.0,BAPTISTA + BALESTRIN + SERGIO SACANI - Flow #263,2023-08-25,2071487,98874,1138,Live,Aug-23
9589.0,MAIRO VERGARA - Flow #262,2023-08-23,272695,20325,858,Live,Aug-23
13538.0,RICARDO MARCILIO + PROFESSOR HOC - Flow #261,2023-08-22,1210620,30855,5521,Live,Aug-23
41.0,O sucesso não vem de graça,2023-08-21,38824,3208,48,Short,Aug-23
35.0,O dia que o Ayrton Senna quase fez o Galvão Bueno ser preso,2023-08-21,80938,5057,40,Short,Aug-23
1009.0,VOU COMPETIR no campeonato de TAPA NA CARA,2023-08-20,50352,3388,150,Live,Aug-23
7739.0,FROID + POCKET SHOW - Flow #260,2023-08-19,212471,11804,450,Live,Aug-23
46.0,Arthur Petry tem uma solução para a situação do Brasil,2023-08-18,183359,13834,403,Short,Aug-23
11976.0,EDUARDO MOREIRA + ANDRÉ RONCAGLIA - Flow #259,2023-08-17,1011732,51530,4908,Live,Aug-23
26.0,Rodrigo Góes caiu na pegadinha do Iguinho,2023-08-16,821444,57564,183,Short,Aug-23
50.0,Rodrigo Góes conta a origem do Baseball Bat,2023-08-16,1104450,107533,719,Short,Aug-23
6788.0,PROF. LÚCIA HELENA GALVÃO - Flow #258,2023-08-16,649374,44312,2112,Live,Aug-23
25.0,A mulher do Rodrigo Góes é a mais sortuda do mundo,2023-08-15,421298,38314,202,Short,Aug-23
23.0,Você não consegue falar apenas um não é mesmo?,2023-08-15,418213,30796,127,Short,Aug-23
8945.0,ARTHUR PETRY - Flow #257,2023-08-15,339240,21156,848,Live,Aug-23
751.0,a VERDADE sobre RODRIGO GÓES,2023-08-13,88620,5850,85,Live,Aug-23
7733.0,RODRIGO GÓES - Flow #256,2023-08-12,2701516,229012,5070,Live,Aug-23
16.0,O Flamengo tá fora da Libertadores mas não fique triste Igor,2023-08-11,86964,4923,58,Short,Aug-23
34.0,Mais um pouco e a gente chega no sentido da vida,2023-08-10,117723,10733,201,Short,Aug-23
8161.0,TARCÍSIO DE FREITAS - Flow #255,2023-08-10,1293166,85955,4904,Live,Aug-23
39.0,Quem é você no grupo de amigos?,2023-08-09,39333,3104,34,Short,Aug-23
43.0,Puro suco do Rio de Janeiro,2023-08-09,158925,9486,103,Short,Aug-23
25.0,Todo mundo já contou essa mentira pra si mesmo,2023-08-08,132457,6783,93,Short,Aug-23
11524.0,LEANDRO HASSUM - Flow #254,2023-08-08,950752,49935,1101,Live,Aug-23
23.0,Convidamos um chef de cozinha e um comediante e olha no que deu,2023-08-07,83168,5985,59,Short,Aug-23
25.0,O projeto Shape Today já é realidade,2023-08-07,1832414,165837,627,Short,Aug-23
1021.0,o que ACONTECEU com o MONARK?,2023-08-06,630110,49303,3135,Live,Aug-23
11609.0,ENGENHARIA DETALHADA - Flow #253,2023-08-04,368030,8176,129,Live,Aug-23
9517.0,RENATO ALBANI - Flow #252,2023-08-03,1756356,46208,539,Live,Aug-23
11228.0,RENATO CARIANI + BAPTISTA + BALESTRIN + ACREANO + GIANZÃO - Flow #251,2023-08-02,2149650,71621,763,Live,Aug-23
767.0,resposta ao PORTA DOS FUNDOS,2023-07-31,813074,59583,1665,Live,Jul-23
9460.0,LAMARTINE POSELLA - Flow #250,2023-07-29,830429,40927,1468,Live,Jul-23
9374.0,KIM KATAGUIRI - Flow #249,2023-07-28,529220,36774,1820,Live,Jul-23
11184.0,ÉRICK JACQUIN + PAUL CABANNES - Flow #248,2023-07-27,2123364,66788,2449,Live,Jul-23
12303.0,PAULO MUZY + PAULO DE TARSO MUZY - Flow #247,2023-07-26,1372367,39627,1061,Live,Jul-23
1281.0,eu NÃO AGUENTO MAIS o projeto do CARIANI,2023-07-24,174387,12327,352,Live,Jul-23
9164.0,MARCELO FREIXO - Flow #246,2023-07-21,184369,9523,634,Live,Jul-23
12490.0,NIL AGRA + FÁBIO RABIN - Flow #245,2023-07-20,588552,12603,219,Live,Jul-23
10818.0,"EMME WHITE, FERNANDO MAIS e CARLA CECARELLO - Flow #244",2023-07-19,139602,6242,620,Live,Jul-23
1259.0,você NÃO VAI ACREDITAR no convidado da semana,2023-07-17,88247,5720,186,Live,Jul-23
8453.0,JAMIL CHADE - Flow #243,2023-07-13,273045,12742,923,Live,Jul-23
29.0,Isso a Globo não mostra,2023-07-12,139306,9649,117,Short,Jul-23
12724.0,[NEUROCIENTISTA] ÁLVARO MACHADO DIAS - Flow #242,2023-07-12,151806,7266,182,Live,Jul-23
9247.0,TADEU SCHMIDT - Flow #241,2023-07-11,589284,23457,460,Live,Jul-23
23.0,A máscara do Celso Portiolli está caindo!,2023-07-10,153308,8678,96,Short,Jul-23
21.0,Celso Portiolli estava em Nova York durante o 11 de setembro,2023-07-09,84515,5867,92,Short,Jul-23
735.0,finalmente VIREI MAROMBA,2023-07-09,88555,7932,137,Live,Jul-23
20.0,O professor falou isso logo pro rei da 5ª série,2023-07-07,95233,6910,75,Short,Jul-23
22.0,A biologia é algo tão fascinante,2023-07-07,205009,18157,83,Short,Jul-23
13831.0,ESLEN DELANOGARE + FÁBIO PERIN - Flow #240,2023-07-06,1884082,26904,615,Live,Jul-23
9922.0,MICHEL TELÓ - Flow #239,2023-07-05,441676,14753,345,Live,Jul-23
9739.0,RENATO CARIANI - Flow #238,2023-07-04,679737,33927,712,Live,Jul-23
792.0,o dia que EU conheci o NEYMAR,2023-07-02,50045,3148,69,Live,Jul-23
11952.0,FOREVER PLAYER [+ GIANZÃO] - Flow #237,2023-07-01,549471,38495,601,Live,Jul-23
58.0,Celso Portiolli abriu mão de herança no começo da carreira,2023-06-29,53371,4437,33,Short,Jun-23
12153.0,CAIO FÁBIO - Flow #236,2023-06-29,670688,24699,2259,Live,Jun-23
813.0,DE QUATЯO em CIMA da MESA,2023-06-26,30466,1875,49,Live,Jun-23
10214.0,NGB NEWS + LIL VINICIN - Flow #235,2023-06-22,242672,12265,328,Live,Jun-23
31.0,Celso Portiolli tenta provar que não teve envolvimento no 11 de setembro,2023-06-21,186659,13777,170,Short,Jun-23
9052.0,PAULO JUBILUT - Flow #234,2023-06-21,702165,32399,851,Live,Jun-23
9482.0,CELSO PORTIOLLI - Flow #233,2023-06-20,3205709,76546,1749,Live,Jun-23
27.0,Essa é a visão que os gringos tem do Brasil,2023-06-19,74672,6625,96,Short,Jun-23
1036.0,Você pode até NÃO GOSTAR… mas essa é a VERDADE,2023-06-18,102759,6534,173,Live,Jun-23
8917.0,PADRE REGINALDO MANZOTTI - Flow #232,2023-06-17,831228,44473,1663,Live,Jun-23
36.0,Olha gente como o francês é fofinho 🥺,2023-06-16,286239,25027,210,Short,Jun-23
6938.0,CAOS PURO - Extra Flow,2023-06-16,57525,2996,46,Live,Jun-23
6823.0,RAFFA MOREIRA aka BC RAFF - Flow #231,2023-06-15,140272,11432,554,Live,Jun-23
8389.0,SÉRGIO SACANI e SCHWARZA - Flow #230,2023-06-13,1400860,34859,820,Live,Jun-23
7084.0,[DIA DOS NAMORADOS] CAITO MAIA + DENIZE SAVI - Flow #229,2023-06-13,63579,3284,45,Live,Jun-23
1375.0,QUEM é o DONO?,2023-06-11,57229,4267,190,Live,Jun-23
6608.0,ESPECIAL DANI - Extra Flow,2023-06-10,46395,2277,48,Live,Jun-23
10029.0,SKIPNHO + DILERA [+ GIANZÃO] - Flow #228,2023-06-09,438761,21381,853,Live,Jun-23
7386.0,AUGUSTO CURY - Flow #227,2023-06-07,1221549,46170,1375,Live,Jun-23
8639.0,DANIEL PENIN - Flow #226,2023-06-06,522888,32381,1681,Live,Jun-23
1262.0,como foi a SEMANA no FLOW,2023-06-04,52940,4222,212,Live,Jun-23
8396.0,JOÃO PEDRO STÉDILE - Flow #225,2023-06-02,266967,19912,3240,Live,Jun-23
8979.0,DANILO GENTILI e seu advogado - Flow #224,2023-06-01,1650676,82362,1720,Live,Jun-23
13272.0,PAUL CABANNES [+ BAPTISTA] - Flow #223,2023-06-01,4044102,72558,1825,Live,Jun-23
7182.0,GALVÃO BUENO - Flow #222,2023-05-30,622803,27819,525,Live,May-23
7668.0,ISRAEL COM A ALINE - Flow #221,2023-05-30,653841,32154,1286,Live,May-23
7089.0,[PL DAS FAKE NEWS] ORLANDO SILVA - Flow #220,2023-05-27,59971,3081,546,Live,May-23
5837.0,PÉRICLES - Flow #219,2023-05-26,156443,9796,214,Live,May-23
8729.0,"CARLOS TRAMONTINA, MARCELA RAHAL, ANDRE MARINHO e CAROL MOREIRA [FLOW NEWS] - Flow #218",2023-05-24,118178,7402,181,Live,May-23
9943.0,LUIZ PHILIPPE DE ORLEANS E BRAGANÇA - Flow #217,2023-05-23,158871,11690,1553,Live,May-23
9110.0,PROF. RICARDO MARCÍLIO - Flow #216,2023-05-19,523436,16321,850,Live,May-23
19.0,Top 10 plot twists dos animes,2023-05-18,129404,9316,135,Short,May-23
42.0,Liberdade é fazer o que não se quer,2023-05-18,207550,17180,241,Short,May-23
37.0,Adriano recusou a oferta de 100 milhões de euros do Chelsea antes de voltar ao Brasil,2023-05-18,2252275,132623,1725,Short,May-23
18.0,O segredo dos 87 anos da vovó Maria,2023-05-18,41936,2905,25,Short,May-23
10178.0,RAPHAËL e D'URSO - Flow #215,2023-05-18,93292,5608,606,Live,May-23
13870.0,MAURICIO MEIRELLES e GIO LISBOA - Flow #214,2023-05-17,3621821,38884,679,Live,May-23
8238.0,SORRISO MAROTO [+ AFONSO PADILHA] - Flow #213,2023-05-11,157313,8190,362,Live,May-23
8229.0,JULLY POCA e POPÓ - Flow #212,2023-05-10,319499,16917,300,Live,May-23
6967.0,[PL DAS FAKE NEWS] ALESSANDRO VIEIRA - Flow #211,2023-05-08,132517,8707,1402,Live,May-23
7890.0,MINISTRO ALEXANDRE PADILHA - Flow #210,2023-05-05,58121,2767,365,Live,May-23
6625.0,MANUELA D'ÁVILA - Flow #209,2023-05-04,150808,7788,1434,Live,May-23
17656.0,SÉRGIO SACANI + PIRULLA - Flow #208,2023-05-03,1404619,60625,2757,Live,May-23
6941.0,BAKA GAIJIN [+ GIANZÃO] - Flow #207,2023-05-02,986996,73298,2621,Live,May-23
5932.0,MINISTRO PAULO TEIXEIRA - Flow #206,2023-04-29,43889,2118,255,Live,Apr-23
8144.0,PAOLA CAROSELLA - Flow #205,2023-04-28,476400,27339,929,Live,Apr-23
16676.0,THIAGO BRAGA e RENATO KRESS - Flow #204,2023-04-25,261625,15313,725,Live,Apr-23
13067.0,"WILL UM DOIS, DRA. PAULA DALL'STELLA e CAIO FRANÇA [+GIANZÃO] - Flow #203",2023-04-21,108026,4356,110,Live,Apr-23
12535.0,WENDEL BEZERRA + FRANCISCO  JUNIOR - Flow #202,2023-04-19,1689483,30535,615,Live,Apr-23
10050.0,BARBIXAS - Flow #201,2023-04-18,884870,34213,506,Live,Apr-23
6776.0,Extra Flow #12 - AMIGO DO DIDICO + MEMBROS,2023-04-15,69833,3907,40,Live,Apr-23
52.0,O momento que a vida do Adriano desmoronou,2023-04-14,1058977,73138,965,Short,Apr-23
5219.0,ADRIANO IMPERADOR - Flow #200,2023-04-14,1037834,76402,1600,Live,Apr-23
11101.0,RODRIGO SILVA + SÉRGIO SACANI - Flow #199,2023-04-12,6965289,206232,8607,Live,Apr-23
14052.0,MADELEINE LACSKO [+ LEO LINS] - Flow #198,2023-04-12,1301960,28674,1200,Live,Apr-23
4780.0,"XAMÃ, NALDO e CAITO MAIA - Flow em Alto Mar",2023-04-10,210058,11538,217,Live,Apr-23
13102.0,GUTO ZACARIAS + KIM KATAGUIRI - Flow #197,2023-04-08,1266901,46149,2098,Live,Apr-23
13494.0,"MARCOS PONTES, MARCOS PALHARES e FERNANDO DE  BORTHOLE - Flow #196",2023-04-07,781339,14126,351,Live,Apr-23
35.0,Fahur é um homem de pouca paciência,2023-04-07,660070,40407,277,Short,Apr-23
38.0,Cuidado com quem entra na sua vida,2023-04-07,93347,7896,56,Short,Apr-23
8020.0,GUILHERME DERRITE + RODRIGO PIMENTEL - Flow #195,2023-04-05,1844543,51655,2066,Live,Apr-23
9101.0,[DELEGADO DA POLÍCIA FEDERAL] ALEXANDRE SARAIVA - Flow #194,2023-03-30,326125,17895,1484,Live,Mar-23
8053.0,RICHARD RASMUSSEN e GILBERTO MIRANDA - Flow #193,2023-03-29,175960,9286,559,Live,Mar-23
57.0,Rubens Barrichello e Felipe Massa falam do acidente de 2009,2023-03-28,350775,17201,83,Short,Mar-23
11699.0,"TONY KANAAN, FELIPE MASSA e RUBINHO BARRICHELLO - Flow #192",2023-03-28,2664166,73293,1762,Live,Mar-23
3068.0,COMO TER UMA BOA RELAÇÃO BANCO x EMPRESA? (TATIANA E LUCIANA) - Acertando as Contas,2023-03-24,18318,584,37,Live,Mar-23
17437.0,MARCOS EBERLIN + RODRIGO SILVA ARQUEOLOGIA - Flow #191,2023-03-23,1233631,67368,9594,Live,Mar-23
14193.0,LÚCIO MAURO FILHO [TUCO] - Flow #190,2023-03-22,2020579,26658,858,Live,Mar-23
8269.0,ADRIANO PLOTZKI (HASHTAG SAL) [+ JORGE DE SOUZA] - Flow #189,2023-03-21,140426,7260,344,Live,Mar-23
29.0,O dia que a vovó Maria foi pega no pulo,2023-03-20,38858,2688,16,Short,Mar-23
6151.0,VOVÓ MARIA E O NETO - Flow #187,2023-03-17,149436,9646,199,Live,Mar-23
8242.0,RENATO CARIANI - Flow #186,2023-03-15,476713,22486,383,Live,Mar-23
10785.0,"MARECHAL, DK47 e LORD - Flow #185",2023-03-11,281228,17508,634,Live,Mar-23
7980.0,DJAMILA RIBEIRO - Flow #184,2023-03-10,69076,4743,353,Live,Mar-23
3406.0,BUIU - Acertando as Contas,2023-03-08,18536,803,53,Live,Mar-23
12777.0,ÁLVARO MACHADO DIAS e MARTHA GABRIEL - Flow #183,2023-03-08,427240,11144,620,Live,Mar-23
13209.0,"MIGUEL NICOLELIS, PETRIA CHAVES e OSCAR ULISSES - Flow #182",2023-03-04,1059217,22053,1042,Live,Mar-23
12721.0,"NANDO VIANA, PATRICK MAIA e BRUNO ROMANO - Flow #181",2023-03-03,436906,9783,175,Live,Mar-23
11139.0,ROSÂNGELA MONTEIRO e BETO RIBEIRO - Flow #180,2023-03-02,1618151,42601,1758,Live,Mar-23
42.0,Você está sendo uma pessoa programada pra dar lucro,2023-02-28,63525,3783,71,Short,Feb-23
49.0,A opinião de Danilo Gentili sobre o comportamento do brasileiro,2023-02-24,266601,20244,946,Short,Feb-23
10846.0,DIGUINHO CORUJA e PALHAÇO AMENDOIM [+ VINHETEIRO] - Flow #179,2023-02-24,1090458,26292,1259,Live,Feb-23
27.0,Danilo Gentili fala sobre a demissão de Leo Lins,2023-02-23,2252157,160065,536,Short,Feb-23
13648.0,FROID - Flow #178,2023-02-23,354343,13620,415,Live,Feb-23
3247.0,RENE SILVA - Acertando as Contas,2023-02-21,18607,658,54,Live,Feb-23
10617.0,"[IMPERIAL] FALLEN, CHELO, JOTA e ZAKK - Flow #177",2023-02-21,541080,35456,1042,Live,Feb-23
28.0,Essa é pra aquele seu amigo que curte um pão de leite,2023-02-20,38839,1986,24,Short,Feb-23
44.0,"A origem de ""Leão"" o hit relançado no carnaval de 2023",2023-02-17,35342,1598,9,Short,Feb-23
9110.0,ELIEZER TYMNIAK E MATIAS TARTIERE [+ GIANZÃO] - Flow 176,2023-02-17,421903,18247,442,Live,Feb-23
30.0,Clóvis o que é a vida?,2023-02-16,255832,19325,292,Short,Feb-23
9914.0,CLÓVIS DE BARROS - Flow #175,2023-02-16,1224624,54172,1863,Live,Feb-23
40.0,A triste história do Rafael Portugal na escola,2023-02-15,150227,12202,41,Short,Feb-23
30.0,Balestrin humilha Igor ao vivo,2023-02-14,95999,7030,77,Short,Feb-23
7716.0,JANGUIÊ DINIZ - Flow #174,2023-02-14,65147,3042,121,Live,Feb-23
2231.0,MATHEUS TOMOTO - Acertando as Contas,2023-02-10,23512,1511,70,Live,Feb-23
42.0,Não fique truaiste! Suraiya,2023-02-09,353183,36476,589,Short,Feb-23
7721.0,4 AMIGOS - Flow #173,2023-02-09,1312783,53518,686,Live,Feb-23
20202.0,ANDRÉ RONCAGLIA e GUSTAVO GAIOFATO [+ ELIAS JABBOUR] - Flow #172,2023-02-09,1153454,68087,12983,Live,Feb-23
10400.0,PRÍNCIPE OURO NEGRO [+ BAPTISTA MIRANDA] - Flow #171,2023-02-08,495589,43071,1429,Live,Feb-23
2458.0,PAULO CRUZ - Acertando as Contas,2023-02-03,45317,2616,121,Live,Feb-23
5924.0,MARCELO SERRADO - Flow #170,2023-02-03,89461,5206,122,Live,Feb-23
21.0,Ronaldo Fenômeno fala da importância do Neymar,2023-02-02,55920,3324,106,Short,Feb-23
51.0,Ronaldo conta a origem do corte cascão,2023-02-02,664368,48410,132,Short,Feb-23
8734.0,CHICO PINHEIRO [+ CARLOS TRAMONTINA] - Flow #169,2023-02-02,191230,9845,879,Live,Feb-23
54.0,Amor de mãe é a mais elevada forma de altruísmo,2023-02-01,50735,4626,106,Short,Feb-23
7270.0,CAITO MAIA [+ ANDRÉ GAIGHER] - Flow #168,2023-02-01,437966,19149,455,Live,Feb-23
31.0,Carlos Alberto de Nóbrega falou até demais...,2023-01-31,123443,6348,38,Short,Jan-23
27.0,Zezé Di Camargo fala o que é verdade ou não no filme “2 Filhos de Francisco”,2023-01-30,903712,38114,189,Short,Jan-23
55.0,Os pais que criam muita expectativa em seus filhos,2023-01-27,54797,4247,54,Short,Jan-23
22.0,O debate mais intelectual que você vai ver,2023-01-27,1366026,81018,6135,Short,Jan-23
6617.0,LAURA MULLER [+ EMME WHITE] - Flow #167,2023-01-27,275499,13880,280,Live,Jan-23
38.0,Mateus Solano conta como foi dar vida ao Félix,2023-01-26,37452,2022,38,Short,Jan-23
9479.0,MATEUS SOLANO [+ YAS YASSINE] - Flow #166,2023-01-26,283464,15466,415,Live,Jan-23
7252.0,MARI PALMA - Flow #165,2023-01-25,258974,13120,295,Live,Jan-23
51.0,Não existe nada mais forte e poderoso nesse mundo do que o amor entre mãe e filho,2023-01-24,32893,2963,46,Short,Jan-23
2038.0,UBER DO CHEFE e FERNANDO FLORIPA - Acertando as Contas,2023-01-24,108474,6001,382,Live,Jan-23
3827.0,CHARLES OLIVEIRA + FABRICIO WERDUM [UFC] - Flow #164,2023-01-22,224972,13789,153,Live,Jan-23
6770.0,MINOTAURO + DEMIAN MAIA [UFC] - Flow #163,2023-01-21,124512,6796,110,Live,Jan-23
