Duration,Title,Published_date,Views,Likes,Comments,Type,mês-ano
8601.0,SAÚDE DA COLUNA E NEUROCIRURGIA!  [+ Vinicius Benites e Paulo Muzy],2024-08-28,78321,5048,79,Live,Aug-24
9301.0,ACHISMOS [3 CONTINENTES] - Flow #395,2024-08-27,911034,46737,1209,Live,Aug-24
5376.0,KARLA FELMANAS - Flow #394,2024-08-23,39341,1717,46,Live,Aug-24
8160.0,SEGREDOS DA PELE SAUDÁVEL com o Dermatologista Guilherme Muzy,2024-08-22,66950,4628,123,Live,Aug-24
9625.0,[MEDALHISTA OLÍMPICO 🥈] ISAQUIAS QUEIROZ - Flow #393,2024-08-21,101133,4087,128,Live,Aug-24
38.0,Natural do Acre #flowpodcast #ramondino #shorts #mrolympia,2024-08-20,280289,32567,139,Short,Aug-24
40.0,O secreto e carinhoso apelido do Silvio Santos #flowpodcast #silviosantos #sbt #shorts,2024-08-20,109760,11536,41,Short,Aug-24
59.0,"Você que levou o jipe do Clóvis, devolva-o imediatamente #flowpodcast  #filosofia #carro #shorts",2024-08-20,163529,21462,155,Short,Aug-24
7234.0,CLÓVIS DE BARROS - Flow #392,2024-08-20,528684,26310,661,Live,Aug-24
27.0,E foi assim que o Ramon começou na academia #flowpodcast #ramondino #mrolympia #shorts,2024-08-18,96445,9010,57,Short,Aug-24
4793.0,RAMON DINO + FILIPE FAIXA PRETA - Flow #391,2024-08-17,233605,13532,263,Live,Aug-24
40.0,"A dor é inevitável, mas o sofrimento é opcional #flowpodcast #monjacoen #reflexão #shorts",2024-08-16,342570,26740,237,Short,Aug-24
10181.0,WEB3 - O Futuro da Internet Descentralizada?,2024-08-14,116465,5168,191,Live,Aug-24
27.0,2 reais ou uma crise existencial misteriosa #flowpodcast #nasa #interestellar #filosofia,2024-08-12,251782,28039,328,Short,Aug-24
52.0,O misterioso “médico” de Magé #flowpodcast #medico #medicina #saude,2024-08-12,197220,12672,106,Short,Aug-24
4294.0,SURFISTA DE ONDAS GIGANTES [+ Lucas Chumbo],2024-08-10,37112,2034,32,Live,Aug-24
8103.0,ELEIÇÕES AMERICANAS [+ FERNANDA MAGNOTTA],2024-08-09,51564,2725,88,Live,Aug-24
11303.0,TECNOLOGIA E IA [+ FABIO AKITA],2024-08-08,349599,23239,672,Live,Aug-24
59.0,Mestre Cunamata invadiu o Flow #shorts #angola #flowpodcast,2024-08-07,384334,55439,375,Short,Aug-24
31.0,Mestre cunamata e sua máscara misteriosa #flowpodcast #shorts,2024-08-07,323042,35458,97,Short,Aug-24
9117.0,CUNAMATA + WENDJO [+ BAPTISTA] - Flow #389,2024-08-07,313850,25366,613,Live,Aug-24
8739.0,JAN VAL ELLAM - Flow #388,2024-08-06,635524,27950,1740,Live,Aug-24
10287.0,GUSTAVO HORN - Flow #387,2024-08-03,49202,2330,69,Live,Aug-24
7750.0,AURORA BOREAL E VULCANOLOGIA [+ Felipe Hime e Sergio Sacani],2024-07-31,141330,8673,112,Live,Jul-24
51.0,Os fatores que ajudam um projeto ter sucesso na televisão #flowpodcast #globo #shorts #sucesso,2024-07-30,12438,744,15,Short,Jul-24
28.0,Isso foi fofo Boni ☺️ #flowpodcast #igor3k #shorts #boni,2024-07-30,30088,2254,29,Short,Jul-24
44.0,GTA Iguinho edition #gta #igor3k #flowpodcast #shorts,2024-07-30,10665,607,5,Short,Jul-24
55.0,Flow na Tomorrowland Bélgica #flowpodcast #tomorrowland #shorts,2024-07-28,136810,8921,126,Short,Jul-24
6399.0,BONI - Flow #386,2024-07-26,331626,19183,866,Live,Jul-24
31.0,O futebol está ficando chato? #futebol #flowpodcast  #brasileirão #shorts,2024-07-25,35911,2314,71,Short,Jul-24
58.0,O dia que o Datena quase foi pra globo #flowpodcast #datena #globo #shorts,2024-07-25,459313,22915,168,Short,Jul-24
7460.0,SAMUEL ROSA - Flow #385,2024-07-25,200325,11038,425,Live,Jul-24
7031.0,DATENA - Flow #384,2024-07-23,211539,11466,350,Live,Jul-24
23.0,Reunião semanal dos tios do churrasco #flowpodcast #shorts,2024-07-23,37426,1733,22,Short,Jul-24
22.0,Testando a saúde cardíaca de um idoso #shorts #flowpodcast,2024-07-22,44465,2461,12,Short,Jul-24
48.0,A indescritível sensação de ser pai #shorts #cbum #flowpodcast,2024-07-22,39076,3246,29,Short,Jul-24
12964.0,[VESGO] RODRIGO SCARPA - Flow 🤝 Prime Day,2024-07-20,217645,10119,199,Live,Jul-24
7391.0,[BURACOS NEGROS E IA] ROBERTA DUARTE - Flow 🤝 Prime Day,2024-07-19,108822,6640,100,Live,Jul-24
43.0,O inacreditável carro que estaciona sozinho #flowpodcast #lucasinutilismo #shorts #carro,2024-07-18,556530,54246,138,Short,Jul-24
6620.0,[FILOSOFIA] TINOCANDO TV  - Flow 🤝 Prime Day,2024-07-17,208375,19349,389,Live,Jul-24
28.0,Cuidado com os pensamentos intrusivos #flowpodcast #lucasinutilismo #igor3k #shorts,2024-07-17,31374,1995,19,Short,Jul-24
22.0,O estranho conto do calção 🩳 #flowpodcast #shorts,2024-07-17,13934,738,6,Short,Jul-24
9390.0,LUCAS INUTILISMO - Flow 🤝 Prime Day,2024-07-17,511490,27238,279,Live,Jul-24
7442.0,🇦🇴 SCRÓ QUE CUIA [+ BAPTISTA] - Flow 🤝 Amazon Prime Day,2024-07-15,81618,6413,417,Live,Jul-24
43.0,O maior trouxa que você vai ver hoje #flowpodcast #felca #shorts,2024-07-14,103875,6112,56,Short,Jul-24
47.0,Daniel Lopez é o roteirista dos Simpsons nessa situação do Trump #flowpodcast #shorts #trump,2024-07-14,182258,9614,150,Short,Jul-24
9188.0,ESSE É O MELHOR DIA,2024-07-13,85772,3935,52,Live,Jul-24
18.0,Eu e os de verdade na sexta #shorts #flowpodcast,2024-07-13,32274,1450,10,Short,Jul-24
12.0,Esses 2 tem futuro na música #shorts #flowpodcast,2024-07-12,29693,2687,51,Short,Jul-24
11709.0,VINHETEIRO + RATO BORRACHUDO - Flow #383,2024-07-12,541802,16382,490,Live,Jul-24
10778.0,KIKO LOUREIRO + RAFAEL BITTENCOURT - Flow #382,2024-07-11,249479,12461,372,Live,Jul-24
5840.0,TAMER EL GUINDY - Flow #381,2024-07-10,57691,3308,101,Live,Jul-24
45.0,Jorlan conta sobre a superação de quando perdeu o seu dedo!,2024-07-09,25816,1772,22,Short,Jul-24
6743.0,DELICIAS ÁRABES [+ Yasmin Yassine],2024-07-06,135124,7274,229,Live,Jul-24
6568.0,THIAGO SEM T - Flow #380,2024-07-05,232125,15110,407,Live,Jul-24
39.0,Por que o Felca começou a produzir conteúdo?,2024-07-04,580991,62386,640,Short,Jul-24
35.0,Como é o mundo de quem produz conteúdo?,2024-07-04,20562,1008,5,Short,Jul-24
19.0,Como foi para o Felca tirar a base da Virgínia?,2024-07-04,543409,59349,189,Short,Jul-24
9201.0,FELCA - Flow #379,2024-07-04,1478983,94463,3735,Live,Jul-24
50.0,"Educação integral, qual a importância?",2024-07-03,13599,598,49,Short,Jul-24
52.0,A sua profissão vai existir em 5 anos?,2024-07-03,15289,641,46,Short,Jul-24
19.0,Os jovens abandonaram a política?,2024-07-03,15490,620,97,Short,Jul-24
53.0,Faltam políticos jovens no Brasil? #política,2024-07-03,9609,474,45,Short,Jul-24
6111.0,DESAFIOS DA EDUCAÇÃO NO BRASIL [+ Tabata Amaral],2024-07-02,59941,3965,460,Live,Jul-24
41.0,Beto Ribeiro conta sobre Isabela Nardoni,2024-07-01,9341,344,3,Short,Jul-24
38.0,Como é visitar a Coreia do Norte?,2024-07-01,74583,4519,70,Short,Jul-24
35.0,Top Gun é realmente fiel?,2024-06-28,296676,30730,83,Short,Jun-24
19.0,Existe uma indústria de processos na aviação?,2024-06-28,110352,7241,378,Short,Jun-24
41.0,O que deixa a passagem de avião no Brasil ser tão cara?,2024-06-28,741905,50746,746,Short,Jun-24
18.0,"Eai, como fica macoero? 🍁",2024-06-27,56855,4086,74,Short,Jun-24
11019.0,Aviação: CURIOSIDADES e MISTÉRIOS [+ Fernando de Borthole e Gianfranco Panda],2024-06-27,285643,7515,293,Live,Jun-24
11.0,Existe bem ou mal?,2024-06-26,10993,481,11,Short,Jun-24
28.0,Existem verdades absolutas?,2024-06-26,163879,12323,342,Short,Jun-24
14304.0,DANIEL LOPEZ + GUILHERME FREIRE - Flow #378,2024-06-26,787840,27731,1702,Live,Jun-24
47.0,O psicopata sofre com falta de amor próprio?,2024-06-25,26087,1576,36,Short,Jun-24
34.0,Resumo sobre a psicopatia!,2024-06-25,5886,384,3,Short,Jun-24
46.0,Dra Ana Beatriz explica: o que é um psicopata? #podcast #flowpodcast #psicologia,2024-06-25,21121,1464,5,Short,Jun-24
26.0,Ronaldo conta sobre depor na CPI do Futebol!,2024-06-25,61555,3940,31,Short,Jun-24
39.0,Existe inteligência artificial? 👀,2024-06-25,36035,2348,44,Short,Jun-24
46.0,Qual o lado positivo da inteligência artificial?,2024-06-25,5834,414,1,Short,Jun-24
11076.0,EXISTE MESMO INTELIGÊNCIA ARTIFICIAL? [+ Nicolelis e Sacani],2024-06-25,1001463,34052,1233,Live,Jun-24
48.0,Ozempic cresce a cabeça? Renato Cariani responde!,2024-06-24,60720,3729,18,Short,Jun-24
31.0,Qual o grande erro do Ozempic?,2024-06-24,12160,485,3,Short,Jun-24
27.0,O que eu devo saber sobre o autismo?,2024-06-24,5441,247,20,Short,Jun-24
19.0,As mães do Gordox!,2024-06-24,120984,13503,41,Short,Jun-24
26.0,R9 ídolo demais!,2024-06-24,22245,1684,9,Short,Jun-24
19.0,Qual o preço do sucesso?,2024-06-21,17635,900,11,Short,Jun-24
55.0,Felipe Titto conta por que Deus se tornou importante em sua vida!,2024-06-21,18039,745,17,Short,Jun-24
34.0,Léo Stronda conta sobre o mendigo fit junto com Cariani #podcast,2024-06-20,101980,8593,17,Short,Jun-24
57.0,Porque o Beach venceu? #podcast #jorginho #beachtennis,2024-06-20,47118,2499,23,Short,Jun-24
27.0,Jorginho revela qual o novo esporte do momento!,2024-06-20,23051,990,15,Short,Jun-24
30.0,Qual a importância da inteligência emocional? #inteligenciaemocional,2024-06-20,8965,411,8,Short,Jun-24
35.0,Você já teve um chefe assim?,2024-06-20,15228,701,13,Short,Jun-24
52.0,"Hard skills ou soft skills, o que é mais importante?",2024-06-19,7664,473,11,Short,Jun-24
23.0,Qual o segredo pro sucesso?,2024-06-19,8109,414,4,Short,Jun-24
37.0,Neurocientista fala sobre TDAH e Déficit de atenção!,2024-06-19,16655,995,32,Short,Jun-24
51.0,A máquina vai substituir o ser humano? #podcast #inteligenciaartificial #inteligenciaemocional,2024-06-19,6821,378,6,Short,Jun-24
33.0,O que é inteligência? #podcast #inteligenciaartificial,2024-06-19,4849,305,10,Short,Jun-24
9772.0,INTELIGÊNCIA EMOCIONAL [+ Neurocientista],2024-06-19,162492,8013,184,Live,Jun-24
47.0,Música eletrônica é o novo rock?,2024-06-18,6471,337,10,Short,Jun-24
43.0,O Brasil não gosta de música eletrônica?,2024-06-18,26785,1224,55,Short,Jun-24
31.0,Cura pela música?,2024-06-18,5137,173,6,Short,Jun-24
57.0,DJ Anna conta sobre seu ano sabático!,2024-06-18,3765,124,1,Short,Jun-24
37.0,O dia que a DJ Anna fugiu de uma festa,2024-06-18,4243,209,0,Short,Jun-24
40.0,Qual foi a maior galera que a DJ Anna já tocou?,2024-06-18,6724,346,19,Short,Jun-24
54.0,Como a DJ Anna produz as músicas?,2024-06-18,9130,379,4,Short,Jun-24
40.0,DJ Anna conta se já está cansada da música!,2024-06-18,6233,148,1,Short,Jun-24
6435.0,ANNA - Flow #377,2024-06-18,105356,5706,321,Live,Jun-24
40.0,Vintage é do Rock!,2024-06-17,16146,667,13,Short,Jun-24
50.0,O Brasil está alimentando o cenário gringo musical?,2024-06-17,4467,199,1,Short,Jun-24
52.0,Vintage conta mais sobre o Brasil é o celeiro da música eletrônica!,2024-06-17,10831,450,11,Short,Jun-24
22.0,Rafinha Bastos conta como se sente sobre repercussões negativas,2024-06-17,4656,154,2,Short,Jun-24
30.0,Quanto custou o show de drones do Vintage?,2024-06-17,33866,1512,23,Short,Jun-24
54.0,Rafinha Bastos fala sobre o momento atual da comédia!,2024-06-17,7745,255,5,Short,Jun-24
54.0,O Brasil está sofrendo com o conservadorismo?,2024-06-17,6662,269,11,Short,Jun-24
31.0,Rafinha Bastos fala sobre momentos difíceis e pessoas que estavam ao seu lado,2024-06-17,10921,387,1,Short,Jun-24
38.0,Vintage revela a função do DJ!,2024-06-15,24607,1231,13,Short,Jun-24
20.0,Vou jogar pra relaxar um pouco..,2024-06-15,15350,833,8,Short,Jun-24
43.0,Grenal pelo RS!,2024-06-15,6533,319,3,Short,Jun-24
18.0,3 livros pra ler antes que o mundo acabe de acordo com o Daniel Lopez,2024-06-15,7392,323,5,Short,Jun-24
35.0,Qual sua opinião sobre celulares em festas?,2024-06-15,33108,1645,31,Short,Jun-24
47.0,Qual deve ser a nova música do Flow? Conta pra gente nos comentários!,2024-06-15,16878,740,5,Short,Jun-24
7685.0,VINTAGE CULTURE - Flow #376,2024-06-14,302847,14615,568,Live,Jun-24
30.0,Igor conta sobre seu vídeo mais visto!,2024-06-14,35526,1649,6,Short,Jun-24
27.0,El Gato dá dicas sobre criação de conteúdo!,2024-06-14,6851,242,4,Short,Jun-24
52.0,El Gato conta sobre as suas músicas!,2024-06-14,3929,214,2,Short,Jun-24
40.0,MC Lan revela qual será a próxima música do mundo!,2024-06-13,29726,1886,32,Short,Jun-24
22.0,Renato Cariani e Léo Stronda,2024-06-13,36611,1796,27,Short,Jun-24
46.0,Rodrigo Marques revela a sua teoria da cozinha!,2024-06-13,13098,749,14,Short,Jun-24
45.0,Combo de Tourette do Dilera!,2024-06-13,78785,5858,71,Short,Jun-24
14.0,Eu só quero saber de GTA VI,2024-06-13,8673,423,2,Short,Jun-24
35.0,Como funciona a gravação do Roda Solta?,2024-06-13,20145,1043,5,Short,Jun-24
57.0,O Danilo Gentili não conta para os convidados do Roda Solta que…,2024-06-13,46253,2927,8,Short,Jun-24
47.0,O dia que o Skylab ficou brabo com o Dilera!,2024-06-13,27127,2002,17,Short,Jun-24
42.0,Dilera e Igor falam sobre as imitações do Cariani e Balestrin do Igorfina,2024-06-13,19047,1234,3,Short,Jun-24
26.0,Dilera abre o coração sobre relacionamentos,2024-06-13,14851,641,8,Short,Jun-24
9627.0,DILERA - Flow #375,2024-06-13,657933,30933,1074,Live,Jun-24
35.0,Qual o nocaute preferido do Wanderlei Silva e Shogun?,2024-06-12,4371,228,1,Short,Jun-24
53.0,Você reclama muito?,2024-06-12,6659,499,12,Short,Jun-24
42.0,Igor é sincero sobre Free Fire com El Gato!,2024-06-12,81426,5691,83,Short,Jun-24
30.0,Igor não gosta de Free Fire!,2024-06-12,8915,457,8,Short,Jun-24
50.0,O game é uma profissão?,2024-06-12,3372,176,2,Short,Jun-24
27.0,O jogo do bicho acabou?,2024-06-12,2948,118,1,Short,Jun-24
33.0,Carnaval no Rio de Janeiro,2024-06-12,4290,158,0,Short,Jun-24
48.0,A limpeza do nome dos bicheiros com o carnaval,2024-06-12,8720,320,0,Short,Jun-24
52.0,Quando o jogo do bicho começou a ficar mais perigoso?,2024-06-12,8941,383,2,Short,Jun-24
58.0,Como começou o jogo do bicho?,2024-06-12,8841,522,3,Short,Jun-24
7371.0,"PCC, JOGO DO BICHO E MILÍCIAS [+ Joel Paviotti]",2024-06-12,418524,15058,305,Live,Jun-24
61.0,"Reserva de emergência, preciso ter?",2024-06-12,9967,571,7,Live,Jun-24
29.0,Guto Galamba dá a letra no Flow,2024-06-11,10100,789,7,Short,Jun-24
20.0,Igorfina ou foi o Bambam? dá recado ao Jake Paul,2024-06-11,14061,770,8,Short,Jun-24
20.0,Igorfina imita Renato Cariani no Flow,2024-06-11,98933,10248,50,Short,Jun-24
24.0,O casos de família era caô?,2024-06-11,12799,526,20,Short,Jun-24
40.0,A taxação realmente vai para as empresas ou pro consumidor?,2024-06-11,340436,29805,285,Short,Jun-24
53.0,As produtoras são sempre as mesmas? 🤔,2024-06-11,6111,333,3,Short,Jun-24
26.0,"Taxar Uber e iFood, qual sua opinião?",2024-06-11,6544,445,24,Short,Jun-24
53.0,Rede social deveria estar na PL da Globo?,2024-06-11,5279,300,3,Short,Jun-24
5083.0,EL GATO - Flow #374,2024-06-11,155768,11498,269,Live,Jun-24
48.0,Você já confundiu amor e paixão? 🤔,2024-06-10,17853,942,18,Short,Jun-24
52.0,A justificativa da PL da Globo,2024-06-10,6049,447,22,Short,Jun-24
53.0,Qual sua opinião sobre a PL da Globo?,2024-06-10,3703,278,3,Short,Jun-24
15.0,"Pode deixar, mano!",2024-06-08,20826,968,31,Short,Jun-24
61.0,"E aí, você tá treinando sério? 🏋️",2024-06-07,11993,795,17,Live,Jun-24
5812.0,JORLAN + RAFAEL BRANDÃO - Flow #373,2024-06-07,384081,24273,460,Live,Jun-24
46.0,"Quando você ouve um barulho, o que pensa que é?",2024-06-06,118712,8717,126,Short,Jun-24
19.0,Em algum bar insalubre por aí,2024-06-05,19389,1098,21,Short,Jun-24
39.0,"Mãe Sônia, ajuda a gente!",2024-06-05,37272,2394,18,Short,Jun-24
6770.0,RODRIGO MARQUES - Flow #372,2024-06-05,208875,9608,252,Live,Jun-24
28.0,Essa é a fonte da juventude! #flowcast #podcast #flow,2024-06-04,38137,3059,35,Short,Jun-24
29.0,"Deixa o Fortnite, pô!",2024-06-04,21643,1416,16,Short,Jun-24
9814.0,DAVY JONES + CAIO + BRUNO GAMEPLAY + CROSS - Flow #371,2024-06-04,360704,26394,800,Live,Jun-24
471.0,a treta do NEYMAR x LUANA PIOVANI e a privatização das praias,2024-06-03,95872,4388,969,Live,Jun-24
9888.0,FAUSTO CARVALHO [JORGINHO] - Flow #370,2024-05-31,514122,26689,619,Live,May-24
14448.0,RODRIGO PIMENTEL + GLAUBER - Flow #369,2024-05-30,576542,28686,692,Live,May-24
10608.0,CHRISTINA ROCHA + JOÃO KLÉBER - Flow #368,2024-05-29,147401,5762,143,Live,May-24
6572.0,IGORFINA - Extra Flow,2024-05-25,902158,46841,966,Live,May-24
6869.0,TAXAÇÃO DOS 50 DÓL + PL DA GLOBO [+ Kim Kataguiri],2024-05-23,419024,32919,1508,Live,May-24
6924.0,FLOW 🤝 VENUS - SOS RIO GRANDE DO SUL,2024-05-22,74271,4525,164,Live,May-24
8454.0,RELAÇÃO DINHEIRO E SAÚDE MENTAL [+ Jessica Campara e Primo Pobre],2024-05-21,276338,14644,360,Live,May-24
12547.0,🇦🇴 GILMÁRIO VEMBA [+ BAPTISTA MIRANDA] - Flow #367,2024-05-16,965112,28018,1973,Live,May-24
7433.0,GUTO GALAMBA - Flow #366,2024-05-15,625183,29110,572,Live,May-24
833.0,Whindersson X Felipe Neto: Ajuda ao RS,2024-05-13,127883,7346,578,Live,May-24
9616.0,SOS RS - Showmatch BENEFICENTE de CS,2024-05-10,175572,11263,67,Live,May-24
9292.0,SAMANTA ALVES - Flow #365,2024-05-10,375937,19091,595,Live,May-24
6054.0,ÉRICK JACQUIN - Flow #364,2024-05-09,221066,11166,260,Live,May-24
6106.0,SOS RS - O que aconteceu no Rio Grande do Sul?,2024-05-07,626703,36876,1408,Live,May-24
5178.0,THAMMY MIRANDA - Flow #363,2024-05-07,91577,5420,372,Live,May-24
8396.0,[NÓS DA QUESTÃO] MARCOS LACERDA - Flow #362,2024-05-03,256169,18069,782,Live,May-24
7313.0,WANDERLEI SILVA + SHOGUN - Flow #361,2024-05-01,113156,5737,164,Live,May-24
6994.0,ECOLOGYK - Flow #360,2024-04-30,34075,2345,51,Live,Apr-24
317.0,Fui SURPREENDIDO pelo MC Lan,2024-04-29,57191,2848,118,Live,Apr-24
9921.0,FNX + FER - Flow #359,2024-04-26,477250,31632,565,Live,Apr-24
16533.0,MC LAN - Flow #358,2024-04-24,778920,44587,3391,Live,Apr-24
11190.0,DANIEL LOPEZ - Flow #357,2024-04-23,1464442,42775,1819,Live,Apr-24
749.0,a CONVERSA com o TREZOITÃO,2024-04-22,101121,6197,373,Live,Apr-24
12034.0,SHOW ALOK AO VIVO - BSB 6.4,2024-04-21,0,37499,1184,Live,Apr-24
14605.0,GORDOX + MUCA MURIÇOCA - Flow #356,2024-04-19,245537,13664,283,Live,Apr-24
7168.0,MOCHAKK - Flow #355,2024-04-18,219933,11865,653,Live,Apr-24
12135.0,RENATO TREZOITÃO - Flow #354,2024-04-17,1658841,102106,10704,Live,Apr-24
11107.0,LEO STRONDA + RENATO CARIANI - Flow #353,2024-04-11,3429339,75183,1516,Live,Apr-24
9935.0,AUTISMO - Flow #352,2024-04-10,171890,10456,529,Live,Apr-24
11013.0,MÉDICOS ORTOPEDISTAS - Flow #351,2024-04-04,278648,14931,348,Live,Apr-24
8099.0,PETER JORDAN + BRENO JORDAN - Flow #350,2024-04-03,557532,36386,547,Live,Apr-24
17.0,O segredo do antebraço do Ramon Dino,2024-04-02,409339,44967,512,Short,Apr-24
16.0,Ramon Dino chora ouvindo Taylor Swift?,2024-04-02,52221,3419,23,Short,Apr-24
6868.0,RAMON DINO + FILIPE FAIXA PRETA + STEPHAN CODO - Flow #349,2024-04-02,179696,10900,169,Live,Apr-24
513.0,O FLOW ACABOU,2024-04-01,301835,18479,567,Live,Apr-24
10319.0,GUILHERME BRIGGS - Flow #348,2024-03-28,1756695,77048,2146,Live,Mar-24
8790.0,DIOGO PORTUGAL + OSCAR FILHO - Flow #347,2024-03-27,145251,5746,117,Live,Mar-24
7569.0,LETICIA BUFONI - Flow #346,2024-03-26,77071,4446,86,Live,Mar-24
724.0,Monark terá que PAGAR 4 MILHÕES,2024-03-25,410145,22668,1398,Live,Mar-24
6366.0,SÉRGIO SACANI + PHOENIX - Flow #345,2024-03-21,640602,28174,481,Live,Mar-24
6543.0,ED E SUPER [MONSTER CAST] - Flow #344,2024-03-21,127814,10563,228,Live,Mar-24
4246.0,TRAMONTINA + RAFAEL COLOMBO [FLOW NEWS] - Flow #343,2024-03-19,53691,3420,96,Live,Mar-24
10372.0,MAURICIO MEIRELLES - Flow #342,2024-03-16,564427,19723,407,Live,Mar-24
9297.0,OLIVER STUENKEL - Flow #341,2024-03-15,390502,13844,465,Live,Mar-24
6748.0,HORSE + BRANDÃO - Flow #340,2024-03-14,250187,13963,254,Live,Mar-24
28.0,O Whindersson já levou porrada do Mike Tyson e do Popó,2024-03-13,1085098,102668,359,Short,Mar-24
35.0,A difícil vida de influenciador,2024-03-13,841260,76058,659,Short,Mar-24
30.0,Ir pra academia pra chamar a atenção feminina acaba gerando o efeito contrário,2024-03-13,52655,4590,19,Short,Mar-24
15.0,Tá quase lá Igor,2024-03-13,33140,2351,61,Short,Mar-24
31.0,A tática do Anderson Silva pra desconcentrar os adversários,2024-03-09,62822,4537,23,Short,Mar-24
30.0,Pra quem será que o Rafinha tá torcendo nesse BBB?,2024-03-09,65723,3985,66,Short,Mar-24
25.0,"F Akira Toriyama, nunca será esquecido",2024-03-09,88180,8634,90,Short,Mar-24
8815.0,RUBENS BARRICHELLO - Flow #339,2024-03-06,356906,13698,218,Live,Mar-24
10810.0,RAFINHA BASTOS - Flow #338,2024-03-05,1415415,53530,1526,Live,Mar-24
632.0,Ramon DINO foi supreendido e PERDEU O TÍTULO,2024-03-04,61006,3903,144,Live,Mar-24
7629.0,FÁBIO RABIN - Flow #337,2024-03-01,212042,8451,199,Live,Mar-24
21.0,Aquela resenha de muita maturidade,2024-02-28,1417154,124560,850,Short,Feb-24
47.0,Tutorial de como escapar de um assalto,2024-02-28,45279,3179,56,Short,Feb-24
15.0,"Nem todo herói usa capa, obrigado por existir Serjão",2024-02-28,3678724,424545,3398,Short,Feb-24
53.0,"Cbum é muito fã de Naruto, um grande membro do bonde dos otakus",2024-02-28,34831,2892,24,Short,Feb-24
28.0,A prova definitiva que o homem amadurece antes da mulher,2024-02-28,975150,55472,181,Short,Feb-24
58.0,Popó conta como o boxe mudou a vida dele e de sua família,2024-02-28,25738,2172,22,Short,Feb-24
31.0,"Acelino Popó Freitas! A máquina de vitórias que quebrou todos os recordes, até mesmo o do Mike Tyson",2024-02-28,45625,3038,47,Short,Feb-24
9765.0,EDUARDO FELDBERG [PRIMO POBRE] - Flow #336,2024-02-27,977627,40911,868,Live,Feb-24
694.0,manifestação do BOLSONARO e NANDO MOURA versus MONARK,2024-02-26,152073,11886,1418,Live,Feb-24
3551.0,MONJA COEN - Flow #335,2024-02-23,125043,8229,311,Live,Feb-24
12805.0,GLAUBER [FALA GLAUBER PODCAST] - Flow #334,2024-02-22,2677162,60904,1570,Live,Feb-24
10761.0,CAMBOTA + VICTOR SARRO - Flow #333,2024-02-20,1293916,35031,729,Live,Feb-24
429.0,a declaração do LULA sobre ISRAEL,2024-02-19,301423,23890,2787,Live,Feb-24
8242.0,GORGONOID - Flow #332,2024-02-17,369825,28761,883,Live,Feb-24
8947.0,SAMY DANA + PABLO SPYER - Flow #331,2024-02-16,255298,11607,497,Live,Feb-24
11067.0,JULIO CÉSAR [SALA DE GUERRA] - Flow 330,2024-02-15,267742,13061,331,Live,Feb-24
8068.0,TOGURO - Flow #329,2024-02-09,341925,18955,474,Live,Feb-24
5330.0,ILANA CASOY - Flow #328,2024-02-08,129625,7107,173,Live,Feb-24
8559.0,ARTHUR PETRY + KAIO D’ELAQUA  - Flow #327,2024-02-06,221742,13330,657,Live,Feb-24
1015.0,precisamos conversar sobre o CARIANI,2024-02-05,640840,43262,666,Live,Feb-24
9505.0,SERGIO SACANI + EDISON BOAVENTURA - Flow #326,2024-02-02,1364630,38675,4648,Live,Feb-24
10453.0,LUCAS LUCCO + FELIPE TITTO - Flow #325,2024-02-01,515491,16923,462,Live,Feb-24
538.0,o episódio do flow que PODERIA TER TERMINADO na DELEGACIA,2024-01-30,58631,3678,130,Live,Jan-24
14820.0,FROID + YOUNG MASCKA - Flow #324,2024-01-30,358024,19912,612,Live,Jan-24
12796.0,GUILHERME FREIRE - Flow #323,2024-01-24,1009639,33462,1772,Live,Jan-24
12525.0,VINHETEIRO + BENTO RIBEIRO + YURI MORAES - Flow #322,2024-01-23,1139603,21228,1484,Live,Jan-24
7356.0,LARA NESTERUK + RICARDO VENTURA - Flow #321,2024-01-18,266119,11481,999,Live,Jan-24
37.0,Cbum fala sobre o carinho dos fãs,2024-01-17,54573,3767,39,Short,Jan-24
28.0,Cbum fala sobre o fim da carreira,2024-01-17,131656,9697,92,Short,Jan-24
23.0,O segredo do Cbum é ouvir Taylor Swift,2024-01-17,89115,7258,72,Short,Jan-24
7865.0,BAIANO LOL - Flow #320,2024-01-17,251778,20939,216,Live,Jan-24
5316.0,[PT/BR] CBUM - Flow #319,2024-01-16,1790786,171987,2955,Live,Jan-24
5316.0,CBUM - Flow #319,2024-01-16,1319956,117479,2230,Live,Jan-24
378.0,TUDO que você precisa saber sobre o CBUM NO FLOW,2024-01-15,230638,16007,649,Live,Jan-24
805.0,a PIOR PARTE de voltar pra academia [PROJETO SHEIPADOS],2024-01-14,62857,5384,108,Live,Jan-24
9818.0,MARCOS UCHÔA - Flow #318,2024-01-12,164092,8296,1042,Live,Jan-24
8359.0,RACHEL SHEHERAZADE - Flow #317,2024-01-10,219404,11683,815,Live,Jan-24
20.0,O maior medo do Afonso Padilha,2024-01-09,68643,4108,71,Short,Jan-24
9988.0,AFONSO PADILHA - Flow #316,2024-01-09,835282,28975,565,Live,Jan-24
688.0,CHOQUEI e o caso Jessica,2023-12-24,1182632,96072,5902,Live,Dec-23
9659.0,CROSS - Flow #315,2023-12-22,323570,26723,479,Live,Dec-23
7197.0,RENATO CARIANI - Flow #314,2023-12-20,2183470,153439,5682,Live,Dec-23
